feature_id,region,district,township,ex_from,ex_to,kv_type,cable_type,vertex_count,actual_length_km,straight_line_km,detour_extra_km,sinuosity_index,detour_pct,classification,significant_detour
All_states_region_MVLine_tsp_level.388,Unknown,,Taungoo,Taungoo,Ywathit,,,2,2.111102,2.111102,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.389,Unknown,,Taungoo,Ywathit,Lebu,,,2,1.510558,1.510558,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.390,Unknown,,Taungoo,Lebu,Kanhla,,,2,0.61114,0.61114,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.391,Unknown,,Taungoo,Kanhla,,,,2,2.15562,2.15562,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.392,Unknown,,Taungoo,,Taungoo University,,,2,1.556438,1.556438,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.393,Unknown,,Taungoo,Taungoo University,Taungoo University,,,2,1.541465,1.541465,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.394,Unknown,,Taungoo,Ywathit,Kinzeik,,,2,1.15946,1.15946,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.395,Unknown,,Taungoo,Kaytumati,Natsingon,,,2,1.193856,1.193856,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.396,Unknown,,Taungoo,Natsingon,Ngaphe-in,,,2,0.997153,0.997153,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.397,Unknown,,Taungoo,Ngaphe-in,Chaungbyu(e),,,2,1.802388,1.802388,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.398,Unknown,,Taungoo,Chaungbyu(e),Chaungbyu,,,2,0.487892,0.487892,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.399,Unknown,,Taungoo,Kaytumati,,,,2,1.735477,1.735477,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.400,Unknown,,Taungoo,,Khweledaw,,,2,1.564128,1.564128,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.401,Unknown,,Taungoo,Khweledaw,Kyaungzu,,,2,0.815289,0.815289,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.402,Unknown,,Taungoo,Kyaungzu,Sinywa(e),,,2,0.749013,0.749013,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.403,Unknown,,Taungoo,Khweledaw,Ywadanshae,,,2,0.802152,0.802152,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.404,Unknown,,Taungoo,,,,,2,0.904185,0.904185,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.405,Unknown,,Taungoo,,Aingtonsin,,,2,0.870717,0.870717,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.406,Unknown,,Taungoo,Zibyubin,Thapanbin,,,2,1.540472,1.540472,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.407,Unknown,,Taungoo,Natsingon,Ngachintchaung,,,2,0.966133,0.966133,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.408,Unknown,,Taungoo,Ngachintchaung,Talaingnwegon(W),,,2,0.403869,0.403869,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.409,Unknown,,Taungoo,Talaingnwegon(w),Talainnwegon(e),,,2,0.565003,0.565003,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.410,Unknown,,Taungoo,Ngachintchaung,Hnasaungbyaing,,,2,0.515687,0.515687,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.411,Unknown,,Taungoo,Ngachintchaung,Kyedaw,,,2,0.685132,0.685132,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.412,Unknown,,Taungoo,Hnasaungbyaing,Mahin,,,2,0.829006,0.829006,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.413,Unknown,,Taungoo,Mahin,Kywegu,,,2,1.083148,1.083148,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.414,Unknown,,Taungoo,Kaytumati,Kalasu,,,2,1.439162,1.439162,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.415,Unknown,,Taungoo,Kalasu,Indaing,,,2,0.567605,0.567605,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.416,Unknown,,Taungoo,Indaing,Kyaunggon,,,2,0.757125,0.757125,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.417,Unknown,,Taungoo,Kyaunggon,Zayatgyigon,,,2,1.187997,1.187997,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.418,Unknown,,Taungoo,Indaing,Kyunshwenyaung,,,2,0.723525,0.723525,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.419,Unknown,,Taungoo,Zayatgyigon,Zigon,,,2,2.212637,2.212637,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.420,Unknown,,Taungoo,Zayatgyigon,Zyetanpaing,,,2,1.210161,1.210161,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.421,Unknown,,Taungoo,Zayatgyigon,Sanpya,,,2,0.456761,0.456761,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.422,Unknown,,Taungoo,Zyetanpaing,Kyungon,,,2,0.897891,0.897891,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.423,Unknown,,Taungoo,Kyungon(W),Nyaunggyigon,,,2,0.223745,0.223745,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.424,Unknown,,Taungoo,Nyaunggyingon,Myauk yegyi,,,2,1.797448,1.797448,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.425,Unknown,,Taungoo,Myauk yegyi,Kanywa,,,2,0.427544,0.427544,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.426,Unknown,,Taungoo,Kanywa,Ywathit,,,2,1.065122,1.065122,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.427,Unknown,,Taungoo,Zyetanpaing,Kyungon(s),,,2,0.223515,0.223515,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.428,Unknown,,Taungoo,Kyungon(s),Oakchitgon,,,2,0.204287,0.204287,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.429,Unknown,,Taungoo,Oakchitgon,Kyungon(n),,,2,0.435052,0.435052,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.430,Unknown,,Taungoo,Kyungon(n),Kyungon,,,2,0.218106,0.218106,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.431,Unknown,,Taungoo,,,,,2,1.466455,1.466455,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.432,Unknown,,Taungoo,,,,,2,0.670456,0.670456,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.433,Unknown,,Taungoo,,,,,2,0.676578,0.676578,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.434,Unknown,,Taungoo,,,,,2,0.571874,0.571874,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.435,Unknown,,Taungoo,,,,,2,0.459768,0.459768,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.436,Unknown,,Taungoo,,Mingyiswe,,,2,0.912897,0.912897,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.437,Unknown,,Taungoo,Mingyiswe,Tabinshwehtee,,,2,0.3396,0.3396,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.438,Unknown,,Taungoo,Tabinshwehtee,Natshinnaung,,,2,0.29396,0.29396,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.439,Unknown,,Taungoo,Natshinnaung,Magyigon,,,2,1.121969,1.121969,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.440,Unknown,,Taungoo,Magyigon,,,,2,1.037252,1.037252,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.441,Unknown,,Taungoo,,,,,2,1.418824,1.418824,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.442,Unknown,,Taungoo,,,,,2,0.495458,0.495458,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.443,Unknown,,Taungoo,Natshinnaung,,,,2,2.048135,2.048135,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.444,Unknown,,Taungoo,,,,,2,0.76747,0.76747,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.445,Unknown,,Taungoo,,Pabaungtin,,,2,0.648723,0.648723,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.446,Unknown,,Htantabin,Dotaung,Dothaung,,,2,0.392823,0.392823,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.447,Bago,Bago East,Htantabin,Htantabin,Seikgyi,,,2,0.418536,0.418536,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.448,Bago,Bago East,Htantabin,Seikgyi,,,,3,1.808497,1.763678,0.044819,1.025412,2.5412,near_straight,False
All_states_region_MVLine_tsp_level.449,Bago,Bago East,Htantabin,,Tayetbin,,,2,2.045026,2.045026,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.450,Bago,Bago East,Htantabin,Seikgyi,Aungmyayywa,,,2,3.982705,3.982705,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.451,Bago,Bago East,Htantabin,Aungmyayywa,Tapingwin,,,2,3.864858,3.864858,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.452,Bago,Bago East,Htantabin,Tapingwin,Natwya,,,3,1.067897,1.045208,0.022689,1.021708,2.1708,near_straight,False
All_states_region_MVLine_tsp_level.453,Bago,Bago East,Htantabin,Tapingwin,Shwekyinsu,,,2,0.79199,0.79199,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.454,Bago,Bago East,Htantabin,Natywa,Hnantangu,,,2,1.935967,1.935967,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.971,Mandalay,Kyaukse,Tada-U,,Mogotwin,,,2,0.578829,0.578829,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.455,Bago,Bago East,Htantabin,Hnantangu,Shwenyaunggin,,,2,1.357131,1.357131,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.456,Bago,Bago East,Htantabin,Shwenyaunggin,Mogaung,,,2,3.370523,3.370523,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.457,Bago,Bago East,Htantabin,Mogaung,Ingyinta,,,2,2.057984,2.057984,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.458,Bago,Bago East,Htantabin,Ingyinta,Zayatkyi,,,2,1.157696,1.157696,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.459,Bago,Bago East,Htantabin,Zayatkyi,Kinmungyon,,,2,1.250664,1.250664,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.460,Bago,Bago East,Htantabin,Kinmungyon,Tayagon,,,2,1.330346,1.330346,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.461,Bago,Bago East,Htantabin,Tayagon,Pangangwe,,,2,0.77486,0.77486,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.462,Bago,Kyaukkyi,Kyaukkyi,Thagungdaung,Kyaukkegyi,,,2,11.108602,11.108602,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.463,Bago,Kyaukkyi,Kyaukkyi,Kyaukkegyi,Seikgyi,,,2,1.227431,1.227431,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.464,Bago,Kyaukkyi,Kyaukkyi,Seikgyi,Ma-ubinzeik,,,2,0.932942,0.932942,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.465,Bago,Kyaukkyi,Kyaukkyi,Ma-ubinzeik,Kyaukkyi,,,2,0.844023,0.844023,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.466,Bago,Kyaukkyi,Kyaukkyi,Kyaukkyi,Shangyaung,,,2,2.84266,2.84266,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.467,Bago,Kyaukkyi,Kyaukkyi,Shangyaung,Ywathit,,,2,0.56961,0.56961,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.468,Bago,Kyaukkyi,Kyaukkyi,Ywathit,Thanbo,,,2,1.098127,1.098127,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.469,Bago,Bago East,Yedashe,Swar,Sugar Factory,,,6,13.235476,13.123918,0.111558,1.0085,0.85,near_straight,False
All_states_region_MVLine_tsp_level.470,Bago,Bago East,Yedashe,Swar line,No(75) Iron Shield Army,,,2,2.901834,2.901834,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.471,Bago,Bago East,Yedashe,Swar line,Communication Army,,,2,3.375781,3.375781,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.472,Bago,Bago East,Yedashe,Swar line,No(6017) Tank Army,,,2,2.630984,2.630984,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.473,Bago,Bago East,Yedashe,Swar line,No(19) Police Army,,,2,0.776684,0.776684,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.474,Bago,Bago East,Yedashe,No(19) Police Army,,,,2,0.531664,0.531664,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.475,Bago,Bago East,Yedashe,Sat Thay,Hospital,,,2,1.141648,1.141648,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.476,Bago,Bago East,Yedashe,Hospital,Myaukpaing,,,2,1.710276,1.710276,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.477,Bago,Bago East,Yedashe,Myaukpaing,Electric Field,,,2,0.299114,0.299114,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.478,Bago,Bago East,Yedashe,Electirc Field,Myomyay,,,2,0.271226,0.271226,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.479,Bago,Bago East,Yedashe,Myomyay,Myomyay,,,2,0.645947,0.645947,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.480,Bago,Bago East,Yedashe,Soe Yadanar Win,Hman Taung Tawya,,,3,2.709627,2.451476,0.258151,1.105304,10.5304,minor_detour,False
All_states_region_MVLine_tsp_level.481,Bago,Bago East,Yedashe,Day Wa,Soe Yadanar Win,,,2,1.579482,1.579482,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.482,Bago,Bago East,Yedashe,Machine,Padauk Myaing,,,3,0.786486,0.56724,0.219246,1.386515,38.6515,moderate_detour,True
All_states_region_MVLine_tsp_level.483,Bago,Bago East,Yedashe,Machine,Kha Ma Ya (19),,,2,0.725687,0.725687,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.484,Bago,Bago East,Yedashe,Kha Ma Ya (19),Kha La Ya (84),,,2,0.575047,0.575047,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.485,Bago,Bago East,Yedashe,Kha La Ya (84),Indaing,,,2,1.410287,1.410287,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.486,Bago,Bago East,Yedashe,Indaing,Kangyi,,,2,0.624011,0.624011,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.487,Bago,Bago East,Yedashe,Kangyi,Kha Ma Ya,,,4,1.625396,1.025834,0.599562,1.584464,58.4464,severe_detour,True
All_states_region_MVLine_tsp_level.488,Bago,Bago East,Yedashe,Kangyi line,Sinsu(Electric Field),,,2,1.13592,1.13592,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.489,Bago,Bago East,Yedashe,Kangyi line,Kyaunggon + Wedaung,,,2,1.636215,1.636215,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.490,Bago,Bago East,Yedashe,Kangyi,Day Wa,,,2,1.83981,1.83981,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.491,Bago,Bago East,Yedashe,Swa,Ngagyigwe,,,3,1.752906,1.56474,0.188166,1.120254,12.0254,minor_detour,False
All_states_region_MVLine_tsp_level.492,Bago,Bago East,Yedashe,Swa,Sawsatyon(3),,,3,0.5066,0.490136,0.016464,1.033592,3.3592,near_straight,False
All_states_region_MVLine_tsp_level.493,Bago,Bago East,Yedashe,Swasatyon(3),Swasatyon(5),,,2,0.177871,0.177871,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.494,Bago,Bago East,Yedashe,Swasatyon(5),Electric Field,,,2,0.081816,0.081816,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.495,Bago,Bago East,Yedashe,Swa,Swasatyon(4-B),,,2,0.272086,0.272086,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.496,Bago,Bago East,Yedashe,Swasatyon(4-B),Htauk Kyant Kwin,,,2,0.990515,0.990515,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.497,Bago,Bago East,Yedashe,Ingyingon,Asia World,,,2,1.970167,1.970167,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.498,Bago,Bago East,Yedashe,Rock Cutter Machine,Ingyingon,,,2,0.955486,0.955486,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.499,Bago,Bago East,Yedashe,Thabyedan,Rock Cutter Machine,,,3,3.536754,1.756517,1.780237,2.013503,101.3503,severe_detour,True
All_states_region_MVLine_tsp_level.500,Bago,Bago East,Yedashe,Wadawgyi,Thabyedan,,,3,1.207377,1.036635,0.170742,1.164708,16.4708,minor_detour,False
All_states_region_MVLine_tsp_level.501,Bago,Bago East,Yedashe,Nyaungbintha,Wadawgyi,,,2,2.122724,2.122724,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.502,Bago,Bago East,Yedashe,Nyaungbintha line,Padaukkhin,,,2,1.669742,1.669742,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.503,Bago,Bago East,Yedashe,Padaukkhin,Tegaw,,,2,1.146906,1.146906,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.504,Bago,Bago East,Yedashe,Petro-K,Nyaungbintha,,,2,0.646492,0.646492,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.505,Bago,Bago East,Yedashe,U Linn,Petro-K,,,2,0.22026,0.22026,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.506,Bago,Bago East,Yedashe,Middle City,U Linn,,,2,0.203563,0.203563,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.507,Bago,Bago East,Yedashe,Daw Khin Myint,Middle City,,,2,0.291079,0.291079,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.508,Bago,Bago East,Yedashe,Yedashe,Daw Khin Myint,,,2,0.620101,0.620101,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.509,Bago,Bago East,Yedashe,Daw Khin Myint,City,,,2,0.381018,0.381018,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.510,Bago,Bago East,Yedashe,City,Kayin Chaung,,,2,0.857417,0.857417,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.511,Bago,Bago East,Yedashe,Yedashe,Shwegyetyet,,,2,0.483508,0.483508,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.512,Bago,Bago East,Yedashe,Yedashe,Hospital Corner,,,2,0.88448,0.88448,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.513,Bago,Bago East,Yedashe,Hospital Corner,U Aye Naing,,,2,0.683678,0.683678,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.514,Bago,Bago East,Yedashe,Shwe pyi gon,Khin Maung Win,,,2,0.770219,0.770219,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.515,Bago,Bago East,Yedashe,Khin Maung Win,No(330) Cannon Army,,,3,2.425182,2.42518,2e-06,1.000001,0.0001,near_straight,False
All_states_region_MVLine_tsp_level.516,Bago,Bago East,Yedashe,Shwe pyi gon,No(606) Done Army,,,2,0.449157,0.449157,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.517,Bago,Bago East,Yedashe,No(604) Done Army,No(604) Done Army,,,2,0.711233,0.711233,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.518,Bago,Bago East,Yedashe,Typical Pig House,Shwe pyi gon,,,2,0.552769,0.552769,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.519,Bago,Bago East,Yedashe,U Yar Kay,Typical Pig House,,,2,0.468906,0.468906,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.520,Bago,Bago East,Yedashe,Daw Tin Tin Aye,U Yar Kay,,,2,0.654319,0.654319,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.521,Bago,Bago East,Yedashe,Nangyun(n),Daw Tin Tin Aye,,,2,0.744386,0.744386,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.522,Bago,Bago East,Yedashe,Nangyun(n),Nangyun(s),,,2,1.123025,1.123025,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.523,Bago,Bago East,Yedashe,Dam Site,Nangyun(s),,,2,0.559879,0.559879,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.524,Bago,Bago East,Yedashe,,Dam Site,,,2,0.443179,0.443179,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.525,Bago,Bago East,Yedashe,Daw Kyi Kyi Ohme,,,,2,0.80951,0.80951,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.526,Bago,Bago East,Yedashe,Natshinnaung,Daw Kyi Kyi Ohme,,,2,1.315529,1.315529,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.527,Bago,Bago East,Yedashe,Yeni,Electrica Field,,,2,0.256551,0.256551,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.528,Bago,Bago East,Yedashe,Electric Field,Oil Machine,,,2,0.365478,0.365478,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.529,Bago,Bago East,Yedashe,Oil Factory,Moat Phat Chauk,,,2,0.358441,0.358441,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.530,Bago,Bago East,Yedashe,Moat Phat Chauk,Wood Machine + Water Machine,,,2,1.26701,1.26701,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.531,Bago,Bago East,Yedashe,Moat Phat Chauk,Ah Hta Ka Junction,,,2,0.661728,0.661728,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.532,Bago,Bago East,Yedashe,Electric Field,Auto Exchange,,,3,1.30895,1.035073,0.273877,1.264597,26.4597,moderate_detour,True
All_states_region_MVLine_tsp_level.533,Bago,Bago East,Yedashe,Electric Field,Sa Kha Ta (5),,,2,0.885473,0.885473,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.534,Bago,Bago East,Yedashe,Sa Kha Ta (5),Sa Kha Ta (5),,,2,0.434218,0.434218,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.535,Bago,Bago East,Yedashe,Auto Exchange,Taungzin Aye,,,2,0.502558,0.502558,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.536,Bago,Bago East,Oktwin,Zayawaddy,Nyaungchidauk,,,3,8.173927,8.070885,0.103041,1.012767,1.2767,near_straight,False
All_states_region_MVLine_tsp_level.537,Bago,Bago East,Oktwin,Zayawaddy,Nyaunggon,,,2,1.281469,1.281469,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.538,Bago,Bago East,Oktwin,Nyaungchidauk,Kyuntawgon(w),,,2,0.414024,0.414024,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.539,Bago,Bago East,Oktwin,Kywebwe,,,,2,0.941933,0.941933,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.540,Bago,Bago East,Oktwin,Kywebwe,,,,2,0.947988,0.947988,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.541,Bago,Bago East,Oktwin,Oktwin,Bawdigon,,,2,1.611997,1.611997,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.542,Bago,Bago East,Oktwin,Oktwin,,,,2,0.244182,0.244182,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.543,Bago,Bago East,Oktwin,,,,,2,0.230057,0.230057,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.544,Bago,Bago East,Oktwin,,,,,3,0.342486,0.342064,0.000422,1.001232,0.1232,near_straight,False
All_states_region_MVLine_tsp_level.545,Bago,Bago East,Oktwin,Oktwin,Gyogon,,,2,4.763734,4.763734,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.546,Bago,Bago East,Oktwin,Gyogon,Payagyigon,,,3,1.162418,0.765791,0.396627,1.517932,51.7932,severe_detour,True
All_states_region_MVLine_tsp_level.547,Bago,Bago East,Oktwin,Gyogon,Nyaunggyat,,,2,0.529399,0.529399,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.548,Bago,Bago East,Oktwin,Gyogon,,,,2,2.115701,2.115701,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.549,Bago,Bago East,Oktwin,,,,,2,1.039171,1.039171,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.550,Bago,Bago East,Oktwin,Oktwin,Kyetthung-in,,,3,1.142125,1.140576,0.001548,1.001358,0.1358,near_straight,False
All_states_region_MVLine_tsp_level.551,Bago,Bago East,Oktwin,Oktwin,,,,2,0.330305,0.330305,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.552,Bago,Bago East,Oktwin,,,,,2,0.596728,0.596728,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.553,Bago,Bago East,Oktwin,,,,,2,0.333972,0.333972,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.554,Bago,Bago East,Oktwin,,,,,2,0.369919,0.369919,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.555,Bago,Bago East,Oktwin,Kyattung-in,Kyweboyo,,,3,5.101912,4.148802,0.95311,1.229731,22.9731,moderate_detour,True
All_states_region_MVLine_tsp_level.556,Bago,Bago East,Oktwin,Kyetthung-in,Yetho,,,2,1.10292,1.10292,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.557,Bago,Bago East,Oktwin,Yetho,Pinyakwin,,,2,0.650201,0.650201,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.558,Bago,Bago East,Oktwin,Yetho,,,,2,3.779115,3.779115,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.559,Bago,Bago East,Oktwin,,,,,3,1.354984,1.354984,0.0,1.0,0.0,near_straight,False
