feature_id,region,district,township,ex_from,ex_to,kv_type,cable_type,vertex_count,actual_length_km,straight_line_km,detour_extra_km,sinuosity_index,detour_pct,classification,significant_detour
All_states_region_MVLine_tsp_level.0,Ayeyarwady,Pyapon,Pyapon,Kwanchangone,Dedaye,,,4,1.349339,1.333958,0.015381,1.011531,1.1531,near_straight,False
All_states_region_MVLine_tsp_level.1,Ayeyarwady,Pyapon,Pyapon,Maubin,Kyaiklat,,,5,25.64494,25.472646,0.172294,1.006764,0.6764,near_straight,False
All_states_region_MVLine_tsp_level.2,Ayeyarwady,Pyapon,Pyapon,Pyapon,Kyaiklat,,,7,20.235051,18.372111,1.86294,1.1014,10.14,minor_detour,False
All_states_region_MVLine_tsp_level.3,Ayeyarwady,Pyapon,Pyapon,Dedaye,Pyapon,,,8,26.504419,25.562944,0.941476,1.03683,3.683,near_straight,False
All_states_region_MVLine_tsp_level.4,Ayeyarwady,Pyapon,Pyapon,Pyapon,Bogale,,,6,31.569938,30.5932,0.976738,1.031927,3.1927,near_straight,False
All_states_region_MVLine_tsp_level.5,Ayeyarwady,Pyapon,Pyapon,Pyapon,Kyonkadun,,,8,25.383644,24.653321,0.730323,1.029624,2.9624,near_straight,False
All_states_region_MVLine_tsp_level.6,Ayeyarwady,Pyapon,Pyapon,Pyapon,Kani,,,3,6.449291,6.281528,0.167763,1.026707,2.6707,near_straight,False
All_states_region_MVLine_tsp_level.7,Ayeyarwady,Pyapon,Pyapon,Pyapon,Thameintaw,,,3,4.009784,3.9655,0.044285,1.011168,1.1168,near_straight,False
All_states_region_MVLine_tsp_level.8,Ayeyarwady,Pyapon,Pyapon,Bogale,Myinkagone,,,5,12.96667,12.866289,0.100381,1.007802,0.7802,near_straight,False
All_states_region_MVLine_tsp_level.9,Ayeyarwady,Pyapon,Pyapon,Bogale,Mawlamyaing island,,,2,3.871984,3.871984,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.10,Ayeyarwady,Pathein,Thabaung,Pathein(Myat To),Thabaung(Kyatthonkwin),,,2,18.627854,18.627854,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.11,Ayeyarwady,Pathein,Thabaung,Thabaung,Yelegyi,,,2,10.541502,10.541502,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.12,Ayeyarwady,Pathein,Thabaung,Yelegyi,Wet-Daunggyi,,,2,14.868606,14.868606,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.13,Ayeyarwady,Pathein,Thabaung,Wet-Daunggyi,Seiktha,,,2,4.418456,4.418456,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.14,Ayeyarwady,Pathein,Thabaung,Athote,Lahagamon,,,3,29.605956,29.457861,0.148095,1.005027,0.5027,near_straight,False
All_states_region_MVLine_tsp_level.15,Ayeyarwady,Pathein,Thabaung,Lahagamon,Tawkayet,,,2,2.198811,2.198811,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.16,Ayeyarwady,Pathein,Kangyidaunt,Pathein-Myatto,Shanywa,,,2,4.722411,4.722411,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.17,Ayeyarwady,Pathein,Kangyidaunt,Shanywa,Gwegyan,,,2,3.060671,3.060671,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.18,Ayeyarwady,Pathein,Kangyidaunt,Pathein-Myatto,Kanyinzu,,,4,4.256696,4.256035,0.00066,1.000155,0.0155,near_straight,False
All_states_region_MVLine_tsp_level.19,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Ywathitgon,,,2,0.761753,0.761753,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.20,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Kothaung,,,2,0.496736,0.496736,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.21,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Tagongyi,,,2,0.610857,0.610857,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.22,Ayeyarwady,Pathein,Kangyidaunt,Kanyinzu,Pankagon,,,2,0.982935,0.982935,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.23,Ayeyarwady,Pathein,Kangyidaunt,Kanyinzu,Anaukzugon,,,2,3.096351,3.096351,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.24,Ayeyarwady,Pathein,Kangyidaunt,Kanyinzu,A-ngugyi,,,3,7.73988,7.691256,0.048625,1.006322,0.6322,near_straight,False
All_states_region_MVLine_tsp_level.25,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Kanyingu,,,2,1.528118,1.528118,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.26,Ayeyarwady,Pathein,Kangyidaunt,Kanyingu,Saukdekyun,,,2,2.867076,2.867076,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.27,Ayeyarwady,Pathein,Kangyidaunt,Saukdekyun,Kyauthangyun,,,2,1.26716,1.26716,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.28,Ayeyarwady,Pathein,Kangyidaunt,Kyukthangyun,Ake,,,2,1.020987,1.020987,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.29,Ayeyarwady,Pathein,Kangyidaunt,A-ngugyi,Shwegyi,,,2,2.026923,2.026923,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.30,Ayeyarwady,Pathein,Kangyidaunt,Shwegyi,Tada-U,,,2,0.88054,0.88054,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.31,Ayeyarwady,Pathein,Kangyidaunt,Tada-U,Thayetchaung,,,2,0.510111,0.510111,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.32,Ayeyarwady,Pathein,Kangyidaunt,Thayetchaung,Kangyidaunt,,,2,2.369518,2.369518,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.33,Ayeyarwady,Pathein,Kangyidaunt,Kangyidaunt,Padaukpin,,,2,2.954875,2.954875,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.34,Ayeyarwady,Pathein,Kangyidaunt,Shwegyi,Singyaung,,,5,11.476087,10.936446,0.539641,1.049343,4.9343,near_straight,False
All_states_region_MVLine_tsp_level.35,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Tabaw Gyaung,,,2,1.400692,1.400692,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.36,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Phlatan,,,2,1.391238,1.391238,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.37,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Kyaungzu,,,2,1.011465,1.011465,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.38,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Kyeinchaung,,,2,1.034979,1.034979,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.39,Ayeyarwady,Pathein,Kangyidaunt,Pathein line,Mandalaygon,,,2,0.905528,0.905528,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.40,Ayeyarwady,Pathein,Kangyidaunt,Singyaung,Gyogyokwin,,,2,1.207593,1.207593,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.41,Ayeyarwady,Myaungmya,Myaungmya,Kyaunggon,Einme,,,2,23.535594,23.535594,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.42,Ayeyarwady,Myaungmya,Myaungmya,Pathein,Myaungmya,,,2,10.533541,10.533541,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.43,Ayeyarwady,Myaungmya,Myaungmya,Myaungmya,Labutta,,,2,23.95153,23.95153,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.44,Ayeyarwady,Myaungmya,Myaungmya,Myaungmya,Wakema,,,2,26.713536,26.713536,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.45,Ayeyarwady,Myaungmya,Myaungmya,Wakema,Kyonmangay,,,2,19.274188,19.274188,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.46,Ayeyarwady,Maubin,Maubin,230/33 KV Hlingtharyar power line,LPG Sub Station,,,5,24.215376,7.775026,16.44035,3.114507,211.4507,severe_detour,True
All_states_region_MVLine_tsp_level.47,Ayeyarwady,Maubin,Maubin,Kyaunggon,Pantanaw,,,3,49.434573,15.468631,33.965942,3.195795,219.5795,severe_detour,True
All_states_region_MVLine_tsp_level.48,Ayeyarwady,Maubin,Maubin,Yegyi,Da Nu Phyu,,,5,51.522497,51.425971,0.096526,1.001877,0.1877,near_straight,False
All_states_region_MVLine_tsp_level.49,Ayeyarwady,Maubin,Maubin,33/11 KV Taikkyi,Zakagyi,,,2,2.162902,2.162902,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.50,Ayeyarwady,Maubin,Maubin,Yegyi,Kyaunggon,,,3,29.124566,27.361236,1.763331,1.064446,6.4446,minor_detour,False
All_states_region_MVLine_tsp_level.51,Ayeyarwady,Maubin,Maubin,Maubin,Maubin paper factory,,,2,7.716268,7.716268,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.52,Ayeyarwady,Labutta,Labutta,Myaungmya,Laputta,,,4,30.063238,29.690113,0.373125,1.012567,1.2567,near_straight,False
All_states_region_MVLine_tsp_level.53,Ayeyarwady,Labutta,Labutta,Laputta,within township,,,5,8.738874,4.932451,3.806423,1.77171,77.171,severe_detour,True
All_states_region_MVLine_tsp_level.54,Ayeyarwady,Labutta,Labutta,Laputta,Thingangyi,,,11,21.691981,20.152489,1.539492,1.076392,7.6392,minor_detour,False
All_states_region_MVLine_tsp_level.55,Ayeyarwady,Labutta,Labutta,Bogale,Mawgyun,,,5,13.691916,13.259706,0.43221,1.032596,3.2596,near_straight,False
All_states_region_MVLine_tsp_level.56,Ayeyarwady,Maubin,Nyaungdon,Nyaungdon,Pyi Khaing Phyo,,,2,0.462359,0.462359,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.57,Ayeyarwady,Maubin,Nyaungdon,Pyi Khaing Phyo,Pyi Khaing Phyo,,,2,0.630256,0.630256,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.58,Ayeyarwady,Maubin,Nyaungdon,Pyi Khaing Phyo,Ton 50 Rice Factory,,,2,1.124587,1.124587,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.59,Ayeyarwady,Maubin,Nyaungdon,Nyaungdon,GE Army,,,3,7.898147,7.8353,0.062847,1.008021,0.8021,near_straight,False
All_states_region_MVLine_tsp_level.60,Ayeyarwady,Maubin,Nyaungdon,GE Army,Bo Myat Htun Bridge,,,5,9.995247,7.982357,2.01289,1.252167,25.2167,moderate_detour,True
All_states_region_MVLine_tsp_level.61,Ayeyarwady,Maubin,Nyaungdon,Bo Myat Htun Bridge,Railway Bridge,,,2,2.268703,2.268703,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.62,Ayeyarwady,Maubin,Nyaungdon,Nyaungdon,RSCS-4,,,2,0.479324,0.479324,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.63,Ayeyarwady,Maubin,Nyaungdon,Nyaingdon,Within Town,,,3,3.401387,2.139583,1.261804,1.589743,58.9743,severe_detour,True
All_states_region_MVLine_tsp_level.64,Ayeyarwady,Maubin,Nyaungdon,Nyaungdon,Airforce Army,,,4,7.49829,5.895102,1.603188,1.271953,27.1953,moderate_detour,True
All_states_region_MVLine_tsp_level.65,Ayeyarwady,Maubin,Nyaungdon,Nyaungdon,Samalauk Alcohol Factory,,,4,10.956359,10.827638,0.128721,1.011888,1.1888,near_straight,False
All_states_region_MVLine_tsp_level.66,Ayeyarwady,Maubin,Nyaungdon,Samalauk Alcohol Factory,Hospital,,,2,0.243084,0.243084,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.67,Ayeyarwady,Maubin,Nyaungdon,Samalauk Alcohol Factory,Samalauk,,,2,0.269741,0.269741,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.68,Ayeyarwady,Maubin,Nyaungdon,Samalauk,Samalauk,,,2,0.410478,0.410478,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.69,Ayeyarwady,Maubin,Nyaungdon,Maubin,Maubin paper factory,,,2,7.716268,7.716268,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.70,Ayeyarwady,Maubin,Nyaungdon,LPG Sub Station,Maubin,,,9,32.837274,26.627018,6.210256,1.233231,23.3231,moderate_detour,True
All_states_region_MVLine_tsp_level.71,Ayeyarwady,Maubin,Nyaungdon,230/33 KV Hlingtharyar power line,LPG Sub Station,,,5,25.161848,9.559749,15.602099,2.632062,163.2062,severe_detour,True
All_states_region_MVLine_tsp_level.72,Ayeyarwady,Maubin,Nyaungdon,230/33 KV Hlaingtharyar,Nyaungdon,,,3,15.254531,14.827571,0.42696,1.028795,2.8795,near_straight,False
All_states_region_MVLine_tsp_level.73,Ayeyarwady,Maubin,Nyaungdon,Kyaunggon,Pantanaw,,,2,18.268512,18.268512,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.74,Ayeyarwady,Maubin,Nyaungdon,Yegyi,Da Nu Phyu,,,5,21.820579,20.309299,1.51128,1.074413,7.4413,minor_detour,False
All_states_region_MVLine_tsp_level.75,Ayeyarwady,Maubin,Nyaungdon,33/11 KV Tikegyi,Zakagyi,,,2,2.162902,2.162902,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.76,Bago,Bago East,Bago,Kamarnat power exchange,Intagaw factory (Naingthaya),,,6,27.60751,23.493752,4.113758,1.1751,17.51,minor_detour,False
All_states_region_MVLine_tsp_level.77,Bago,Bago East,Bago,Payagyi,Okkan,,,3,2.321093,2.313158,0.007935,1.00343,0.343,near_straight,False
All_states_region_MVLine_tsp_level.78,Bago,Bago East,Bago,Pyinbongyi-Thon-einzu,Kaingdagyi,,,2,3.108024,3.108024,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.79,Bago,Bago East,Bago,Wun-be-in to Kaingdagyi-ywatfhit,Kanbe,,,2,1.139411,1.139411,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.80,Bago,Bago East,Bago,Payagyi - Okkan Line,Thanmangon,,,2,1.127049,1.127049,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.81,Bago,Bago East,Bago,Payagyi,Pauktaw,,,3,5.699128,4.370243,1.328885,1.304076,30.4076,moderate_detour,True
All_states_region_MVLine_tsp_level.82,Bago,Bago East,Bago,Okkan,Payagale,,,2,1.476246,1.476246,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.83,Bago,Bago East,Bago,Payagale,Wun-be-in,,,2,3.983919,3.983919,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.84,Bago,Bago East,Bago,Wun-be-in,Kaingdagyi-ywatfhit,,,3,3.373899,3.356277,0.017623,1.005251,0.5251,near_straight,False
All_states_region_MVLine_tsp_level.85,Bago,Bago East,Bago,Kaingdagyi-ywatfhit,Pyinbongyi,,,2,1.332379,1.332379,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.86,Bago,Bago East,Bago,Pyinbongyi,Thon-einzu,,,3,1.74529,1.742896,0.002395,1.001374,0.1374,near_straight,False
All_states_region_MVLine_tsp_level.87,Bago,Bago East,Bago,Payagyi,Bawnatgyi,,,6,8.687379,8.35905,0.328329,1.039278,3.9278,near_straight,False
All_states_region_MVLine_tsp_level.88,Bago,Bago East,Bago,Bawnatgyi,Sitbinseik,,,3,2.55215,1.985615,0.566535,1.28532,28.532,moderate_detour,True
All_states_region_MVLine_tsp_level.89,Bago,Bago East,Bago,Payagyi - Bawnatgyi Line,Wungabaw,,,2,0.344224,0.344224,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.90,Bago,Bago East,Bago,Payagyi - Bawnatgyi Line,Thayetgon,,,2,1.290716,1.290716,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.91,Bago,Bago East,Bago,Payagyi,Mayin,,,2,4.066999,4.066999,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.92,Bago,Bago East,Bago,Bago power exchange (1),Kali,,,3,4.741153,4.509432,0.231721,1.051386,5.1386,minor_detour,False
All_states_region_MVLine_tsp_level.93,Bago,Bago East,Bago,Kali,Pyidawtha,,,3,0.33732,0.33732,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.94,Bago,Bago East,Bago,Kali - Pyidawtha Line,Awai,,,2,0.466942,0.466942,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.95,Bago,Bago East,Bago,Pyidawtha,Shanywagyi,,,3,6.137259,4.714616,1.422644,1.301752,30.1752,moderate_detour,True
All_states_region_MVLine_tsp_level.96,Bago,Bago East,Bago,Bago power exchange (1),Khayan,,,3,6.714428,6.416701,0.297727,1.046399,4.6399,near_straight,False
All_states_region_MVLine_tsp_level.97,Bago,Bago East,Bago,Bago power exchange (2),Obo,,,3,4.510579,3.369939,1.140641,1.338475,33.8475,moderate_detour,True
All_states_region_MVLine_tsp_level.98,Bago,Bago East,Bago,Bago power exchange (2) - Obo line,Kadwinchan,,,2,1.048627,1.048627,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.99,Bago,Bago East,Bago,Obo,Mokkala,,,2,1.680177,1.680177,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.100,Bago,Bago East,Bago,Mokkala,Saingdi,,,2,1.835676,1.835676,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.101,Bago,Bago East,Bago,Mokkala,,,,2,4.056032,4.056032,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.102,Bago,Bago East,Bago,Intagaw,Semilegon,,,3,4.257102,4.237702,0.0194,1.004578,0.4578,near_straight,False
All_states_region_MVLine_tsp_level.103,Bago,Bago East,Bago,Semilegon,Letpanwin,,,2,5.189332,5.189332,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.104,Bago,Bago East,Bago,Letpanwin,Tayaaye,,,2,0.845883,0.845883,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.105,Bago,Bago East,Bago,Intagaw,N-1,,,2,0.606784,0.606784,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.106,Bago,Bago East,Bago,N-1,N-2,,,2,0.610603,0.610603,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.107,Bago,Bago East,Bago,N-2,N-3,,,2,1.039919,1.039919,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.108,Bago,Bago East,Bago,N-3,N-4,,,2,1.034982,1.034982,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.109,Bago,Bago East,Bago,N-4,Thayagon,,,2,0.772016,0.772016,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.110,Bago,Bago East,Bago,N-4,Lathaaye,,,2,2.156478,2.156478,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.111,Bago,Bago East,Bago,Intagaw,Mogwe,,,3,2.962457,2.925554,0.036903,1.012614,1.2614,near_straight,False
All_states_region_MVLine_tsp_level.112,Bago,Bago East,Bago,Mogwe,Chantagon,,,3,2.798082,2.777545,0.020537,1.007394,0.7394,near_straight,False
All_states_region_MVLine_tsp_level.113,Bago,Bago East,Bago,Chantagon,Paya-ngokto,,,2,1.990559,1.990559,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.114,Bago,Bago East,Bago,Paya-ngokto,Ye-e-san,,,2,2.394824,2.394824,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.115,Bago,Bago East,Bago,Ye-e-san,Gonmininn,,,2,4.064757,4.064757,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.116,Bago,Bago East,Bago,Gonmininn,Htanbingon,,,3,2.748227,2.664051,0.084176,1.031597,3.1597,near_straight,False
All_states_region_MVLine_tsp_level.117,Bago,Bago East,Bago,Gonmininn - Htanbingon line,Kyauktan,,,2,0.506462,0.506462,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.118,Bago,Bago East,Bago,Phayargyi,Kamanat,,,3,17.525219,15.59629,1.928929,1.123679,12.3679,minor_detour,False
All_states_region_MVLine_tsp_level.119,Bago,Bago East,Bago,Kamanat,Intagaw,,,8,26.560157,22.787094,3.773063,1.165579,16.5579,minor_detour,False
All_states_region_MVLine_tsp_level.120,Bago East,Bago,Daik-U,Daik-U,Nyaunglebin,,,2,4.787766,4.787766,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.121,Bago East,Bago,Daik-U,Daik-U,Sinsakan(anauk),,,3,3.295211,3.263764,0.031447,1.009635,0.9635,near_straight,False
All_states_region_MVLine_tsp_level.122,Bago East,Bago,Daik-U,Daik-U to Sinsakan(anauk) line,Le-einzu,,,3,4.005453,3.922627,0.082826,1.021115,2.1115,near_straight,False
All_states_region_MVLine_tsp_level.123,Bago East,Bago,Daik-U,Daik-U,Aingye-leze,,,2,2.854649,2.854649,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.124,Bago East,Bago,Daik-U,Aingye-leze,Shanzu,,,2,4.071612,4.071612,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.125,Bago East,Bago,Daik-U,Shanzu,Pauktabin,,,2,2.335677,2.335677,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.126,Bago East,Bago,Daik-U,Pauktabin,Pauktabin-1,,,2,0.791371,0.791371,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.127,Bago East,Bago,Daik-U,Pauktabin-1,Paungdawthi,,,2,0.572138,0.572138,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.128,Bago East,Bago,Daik-U,Paungdawthi,Paungdawthi(ywama),,,2,1.503001,1.503001,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.129,Bago East,Bago,Daik-U,Pauktabin,Pyin malwin,,,2,2.999502,2.999502,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.130,Bago East,Bago,Daik-U,Pyin malwin,Kadok-ywama,,,2,1.855986,1.855986,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.131,Bago East,Bago,Daik-U,Kadok-ywama,Kodaung-azu,,,2,1.728895,1.728895,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.132,Bago East,Bago,Daik-U,Kadok-ywama,Kadok-payagyi,,,2,2.167896,2.167896,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.133,Bago East,Bago,Daik-U,Kadok-payagyi,Kannyi-nyaung,,,2,1.202184,1.202184,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.134,Bago East,Bago,Daik-U,Kadok-payagyi,Letkokkwin,,,2,1.675745,1.675745,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.135,Bago East,Bago,Daik-U,Kyaiksagaw-anauk,Kyaiksagaw-ashe,,,2,0.443744,0.443744,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.136,Bago East,Bago,Daik-U,Ayethukha,Kyaiksagaw-anauk,,,2,7.109366,7.109366,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.137,Bago East,Bago,Daik-U,Ayethukha,Bago,,,2,9.151607,9.151607,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.138,Bago,Bago East,Kawa,Kawa power exchange,Tongyi,,,8,4.842809,2.669429,2.173379,1.814174,81.4174,severe_detour,True
All_states_region_MVLine_tsp_level.139,Bago,Bago East,Kawa,Kawa power exchange - Tongyi line,Kawa power exchange(1),,,2,0.244087,0.244087,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.140,Bago,Bago East,Kawa,Kawa power exchange - Tongyi line,G.S.M,,,2,0.447595,0.447595,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.141,Bago,Bago East,Kawa,Kawa power exchange - Tongyi line,Power exchange (3),,,2,0.328399,0.328399,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.142,Bago,Bago East,Kawa,Kawa power exchange - Tongyi line,Kawa power exchang(2),,,2,0.507826,0.507826,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.143,Bago,Bago East,Kawa,Kawa power exchange - Tongyi line,Kawa power exchange(3),,,2,0.63259,0.63259,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.144,Bago,Bago East,Kawa,Intagaw power exchange,Kawa power exchange,,,3,1.406037,1.335582,0.070455,1.052752,5.2752,minor_detour,False
All_states_region_MVLine_tsp_level.145,Bago,Bago East,Kawa,Kawa power exchange,Ohnne power exchange,,,3,10.739851,10.232456,0.507395,1.049587,4.9587,near_straight,False
All_states_region_MVLine_tsp_level.146,Bago,Bago East,Kawa,Ohnne power exchange,U Tin Mg Latt,,,2,0.761764,0.761764,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.147,Bago,Bago East,Kawa,Kawa power exchange,Hla Win Mg (rice machine),,,21,22.622233,15.542306,7.079927,1.455526,45.5526,moderate_detour,True
All_states_region_MVLine_tsp_level.148,Bago,Bago East,Kawa,Kawa - Hla Win Mg (rice machine) line,Pale,,,4,1.517628,1.237723,0.279905,1.226145,22.6145,moderate_detour,True
All_states_region_MVLine_tsp_level.149,Bago,Bago East,Kawa,Pale line,Kyaik Ma Kaw pagoda,,,2,0.341156,0.341156,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.150,Bago,Bago East,Kawa,Pale line,G.S.M,,,2,0.365666,0.365666,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.151,Bago,Bago East,Kawa,Kawa - Hla Win Mg Line,Ohnne(1),,,2,0.483041,0.483041,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.152,Bago,Bago East,Kawa,Kawa - Hla Win Mg Line,A.D.B (rice machine),,,2,0.465396,0.465396,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.153,Bago,Bago East,Kawa,Kawa - Hla Win Mg Line,Ohnne(2),,,2,0.44217,0.44217,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.154,Bago,Bago East,Kawa,Kawa - Hla Win Mg Line,Power exchange factory,,,5,4.213997,3.043448,1.17055,1.384613,38.4613,moderate_detour,True
All_states_region_MVLine_tsp_level.155,Bago,Bago East,Kawa,Power exchange factory Line,Kha Me Pyin,,,2,0.275072,0.275072,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.156,Bago,Bago East,Kawa,Power exchange factory Line,Mechanic farm,,,2,0.282015,0.282015,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.157,Bago,Bago East,Kawa,Power exchange factory Line,Aung Zayar village,,,2,0.225812,0.225812,0.0,1.0,0.0,near_straight,False
All_states_region_MVLine_tsp_level.158,Bago,Bago East,Kawa,Kawa - Hla Win Mg Line,U Tin Mg Latt,,,4,1.712553,1.39061,0.321943,1.231512,23.1512,moderate_detour,True
